disruption_id,segment_id,cause,rainfall_72h_mm,avg_slope_deg,elevation_m,terrain,soil_type,surface_quality,lanes,importance,bridge_count,length_km,susceptibility_class,lsi_score,historic_density_per_km,landslide_volume_m3,runout_distance_m,material,alternate_route_available,month,duration_hours,duration_bucket
DSR-01800,SEG-0004,protest_blockade,167.2,3.7,55,plain,alluvial,good,4,national,0,44.45,low,0.2316,0.1125,0,0,none,True,8,19.8,6_24h
DSR-00595,SEG-0040,landslide,372.2,11.0,60,hilly,lateritic,fair,2,national,0,29.41,moderate,0.3802,0.204,1812,40,debris,True,8,2.8,under_6h
DSR-02181,SEG-0069,flood,424.1,20.0,352,mountain,weathered_rock,poor,1,state,5,43.86,high,0.564,1.1628,0,0,none,True,8,53.8,1_3days
DSR-00625,SEG-0050,landslide,121.9,33.3,1250,mountain,weathered_rock,poor,1,national,4,14.76,very_high,0.7245,5.6233,1322,34,debris,True,8,5.1,under_6h
DSR-00413,SEG-0058,landslide,363.8,27.3,1002,mountain,weathered_rock,fair,2,national,3,55.82,high,0.626,0.842,667,31,debris,True,8,2.0,under_6h
DSR-00395,SEG-0034,landslide,146.8,27.5,891,mountain,weathered_rock,poor,2,national,3,54.94,high,0.6405,1.0193,411,15,rock,True,8,1.6,under_6h
DSR-00554,SEG-0052,landslide,24.2,37.0,1662,mountain,weathered_rock,poor,2,state,7,38.08,very_high,0.7503,2.2321,6250,37,rock,True,8,78.8,over_3days
DSR-00574,SEG-0060,landslide,120.3,40.2,620,mountain,weathered_rock,fair,2,national,3,60.75,very_high,0.7497,1.1193,681,17,earth,True,8,1.0,under_6h
DSR-00499,SEG-0061,landslide,107.6,24.2,386,mountain,weathered_rock,fair,2,national,4,53.47,high,0.5826,1.1969,475,20,debris,True,8,1.0,under_6h
DSR-00389,SEG-0026,landslide,240.8,31.7,1319,mountain,weathered_rock,fair,2,national,2,35.84,high,0.6286,1.3672,4081,30,rock,True,8,8.8,6_24h
DSR-00686,SEG-0055,landslide,297.1,37.5,1780,mountain,weathered_rock,fair,2,state,3,9.73,very_high,0.7143,6.5776,1574,34,debris,True,8,3.9,under_6h
DSR-00507,SEG-0021,landslide,70.0,30.0,794,mountain,weathered_rock,fair,2,national,4,46.0,high,0.5592,0.7826,4074,75,rock,True,8,6.6,6_24h
DSR-00410,SEG-0013,landslide,78.1,37.1,1496,mountain,weathered_rock,poor,2,national,5,35.74,very_high,0.7998,6.2115,152,12,rock,True,8,1.0,under_6h
DSR-00649,SEG-0025,landslide,319.8,39.3,1378,mountain,weathered_rock,good,2,national,7,49.09,high,0.6173,1.1204,49403,206,rock,True,9,128.6,over_3days
DSR-02134,SEG-0013,bridge_damage,86.5,37.1,1496,mountain,weathered_rock,poor,2,national,5,35.74,very_high,0.7998,6.2115,0,0,none,True,9,868.7,over_3days
DSR-00495,SEG-0025,landslide,94.4,39.3,1378,mountain,weathered_rock,good,2,national,7,49.09,high,0.6173,1.1204,126,14,earth,True,9,1.0,under_6h
DSR-00412,SEG-0050,landslide,416.2,33.3,1250,mountain,weathered_rock,poor,1,national,4,14.76,very_high,0.7245,5.6233,26676,75,earth,True,9,41.5,1_3days
DSR-00414,SEG-0062,landslide,163.2,28.8,1247,mountain,weathered_rock,good,1,national,0,44.74,high,0.56,1.0729,1839,45,debris,True,9,1.5,under_6h
DSR-00684,SEG-0042,landslide,189.5,9.1,45,hilly,lateritic,poor,2,national,3,16.18,moderate,0.4355,1.0507,1715,39,debris,True,9,1.4,under_6h
DSR-01923,SEG-0002,road_subsidence,333.3,4.4,53,plain,alluvial,good,4,national,3,47.71,low,0.2701,0.021,0,0,none,True,9,63.3,1_3days
DSR-02250,SEG-0026,bridge_damage,218.8,31.7,1319,mountain,weathered_rock,fair,2,national,2,35.84,high,0.6286,1.3672,0,0,none,True,9,445.7,over_3days
DSR-00533,SEG-0013,landslide,287.1,37.1,1496,mountain,weathered_rock,poor,2,national,5,35.74,very_high,0.7998,6.2115,84,14,rock,True,9,1.0,under_6h
DSR-00397,SEG-0064,landslide,512.1,27.6,2731,mountain,weathered_rock,poor,1,national,1,66.29,very_high,0.7556,1.8706,2122,45,debris,True,9,5.6,under_6h
DSR-00526,SEG-0064,landslide,264.8,27.6,2731,mountain,weathered_rock,poor,1,national,1,66.29,very_high,0.7556,1.8706,245,9,rock,True,9,1.4,under_6h
DSR-00422,SEG-0015,landslide,333.7,28.7,701,mountain,weathered_rock,fair,2,national,4,75.53,high,0.6753,1.4431,265,25,debris,True,9,1.0,under_6h
DSR-00401,SEG-0047,landslide,363.1,27.7,1650,mountain,weathered_rock,fair,2,national,4,6.8,high,0.6569,10.2941,1265,25,rock,True,9,5.3,under_6h
DSR-02194,SEG-0044,road_subsidence,259.4,3.8,23,plain,alluvial,good,2,national,2,50.09,low,0.2667,0.0399,0,0,none,True,9,61.2,1_3days
DSR-02123,SEG-0020,fallen_tree,68.2,15.5,450,hilly,lateritic,fair,2,national,1,33.37,moderate,0.4853,0.7492,0,0,none,True,9,13.0,6_24h
DSR-00438,SEG-0063,landslide,391.5,25.7,2415,mountain,weathered_rock,good,1,national,0,35.45,high,0.6573,1.7489,1655,22,debris,True,9,1.5,under_6h
DSR-02067,SEG-0010,flood,465.9,4.2,102,plain,alluvial,fair,4,national,1,60.63,low,0.3066,0.0165,0,0,none,True,9,116.9,over_3days
DSR-00679,SEG-0049,landslide,607.0,22.3,1450,mountain,weathered_rock,fair,1,national,1,20.47,high,0.6253,2.1006,29483,77,rock,True,9,56.4,1_3days
DSR-00521,SEG-0014,landslide,639.9,24.6,1438,mountain,weathered_rock,fair,2,national,5,33.95,high,0.671,3.7408,27594,172,earth,True,9,38.3,1_3days
DSR-00599,SEG-0036,landslide,24.4,38.8,1084,mountain,weathered_rock,good,2,national,0,48.29,high,0.5956,0.8905,74,13,debris,True,9,1.0,under_6h
DSR-00518,SEG-0030,landslide,488.6,33.9,642,mountain,weathered_rock,good,2,national,5,34.62,moderate,0.5294,0.751,327,19,rock,True,9,1.0,under_6h
DSR-00643,SEG-0011,landslide,391.9,5.7,112,plain,alluvial,fair,4,national,1,42.95,low,0.2769,0.0698,55,10,rock,True,9,1.0,under_6h
DSR-00475,SEG-0046,landslide,39.8,42.0,886,mountain,weathered_rock,fair,2,national,3,52.1,very_high,0.7002,1.2668,497,15,debris,True,10,1.0,under_6h
DSR-00580,SEG-0020,landslide,920.4,15.5,450,hilly,lateritic,fair,2,national,1,33.37,moderate,0.4853,0.7492,69116,238,debris,True,10,35.0,1_3days
DSR-02237,SEG-0052,accident_blockage,106.9,37.0,1662,mountain,weathered_rock,poor,2,state,7,38.08,very_high,0.7503,2.2321,0,0,none,True,10,24.9,1_3days
DSR-00408,SEG-0063,landslide,210.7,25.7,2415,mountain,weathered_rock,good,1,national,0,35.45,high,0.6573,1.7489,2079,58,debris,True,10,3.5,under_6h
DSR-00674,SEG-0020,landslide,605.5,15.5,450,hilly,lateritic,fair,2,national,1,33.37,moderate,0.4853,0.7492,421,24,earth,True,10,1.0,under_6h
DSR-00528,SEG-0037,landslide,311.0,38.7,1405,mountain,weathered_rock,poor,2,state,3,68.38,high,0.691,0.9652,1219,29,earth,True,10,1.3,under_6h
DSR-00541,SEG-0023,landslide,212.3,23.6,1061,mountain,weathered_rock,fair,2,national,0,27.48,moderate,0.546,1.0917,1415,38,earth,True,10,1.7,under_6h
DSR-00690,SEG-0061,landslide,148.1,24.2,386,mountain,weathered_rock,fair,2,national,4,53.47,high,0.5826,1.1969,14044,108,earth,True,10,11.3,6_24h
DSR-00517,SEG-0064,landslide,566.1,27.6,2731,mountain,weathered_rock,poor,1,national,1,66.29,very_high,0.7556,1.8706,4790,43,debris,True,11,5.7,under_6h
DSR-00480,SEG-0048,landslide,524.0,32.0,1650,mountain,weathered_rock,fair,2,national,0,15.63,high,0.6747,3.263,218,20,earth,True,11,1.0,under_6h
DSR-02103,SEG-0041,bridge_damage,321.3,16.2,52,hilly,lateritic,good,2,national,2,45.87,low,0.3125,0.3052,0,0,none,True,12,908.4,over_3days
DSR-00668,SEG-0064,landslide,564.9,27.6,2731,mountain,weathered_rock,poor,1,national,1,66.29,very_high,0.7556,1.8706,2545,63,rock,True,12,6.3,6_24h
DSR-02291,SEG-0068,road_subsidence,303.3,40.7,433,mountain,weathered_rock,poor,1,state,4,66.95,high,0.6745,1.0157,0,0,none,True,1,698.3,over_3days
DSR-00565,SEG-0047,landslide,449.4,27.7,1650,mountain,weathered_rock,fair,2,national,4,6.8,high,0.6569,10.2941,295,26,rock,True,1,1.3,under_6h
DSR-01995,SEG-0017,flood,612.7,6.0,54,plain,alluvial,good,2,national,0,111.76,low,0.2804,0.0358,0,0,none,True,1,40.0,1_3days
DSR-01695,SEG-0041,maintenance,0.6,16.2,52,hilly,lateritic,good,2,national,2,45.87,low,0.3125,0.3052,0,0,none,True,1,17.0,6_24h
DSR-02202,SEG-0042,maintenance,12.6,9.1,45,hilly,lateritic,poor,2,national,3,16.18,moderate,0.4355,1.0507,0,0,none,True,1,11.0,6_24h
DSR-00615,SEG-0036,landslide,619.4,38.8,1084,mountain,weathered_rock,good,2,national,0,48.29,high,0.5956,0.8905,327,10,earth,True,1,1.0,under_6h
DSR-02007,SEG-0002,maintenance,22.8,4.4,53,plain,alluvial,good,4,national,3,47.71,low,0.2701,0.021,0,0,none,True,1,70.1,1_3days
DSR-00474,SEG-0064,landslide,183.7,27.6,2731,mountain,weathered_rock,poor,1,national,1,66.29,very_high,0.7556,1.8706,444,29,earth,True,2,1.0,under_6h
DSR-02265,SEG-0004,maintenance,56.5,3.7,55,plain,alluvial,good,4,national,0,44.45,low,0.2316,0.1125,0,0,none,True,2,66.3,1_3days
DSR-00603,SEG-0069,landslide,222.6,20.0,352,mountain,weathered_rock,poor,1,state,5,43.86,high,0.564,1.1628,670,14,debris,True,2,3.0,under_6h
DSR-02064,SEG-0039,maintenance,10.1,21.4,36,hilly,lateritic,fair,2,national,7,41.19,moderate,0.4111,0.4613,0,0,none,True,2,25.2,1_3days
DSR-02229,SEG-0063,maintenance,10.6,25.7,2415,mountain,weathered_rock,good,1,national,0,35.45,high,0.6573,1.7489,0,0,none,True,2,6.9,6_24h
DSR-01686,SEG-0023,accident_blockage,62.4,23.6,1061,mountain,weathered_rock,fair,2,national,0,27.48,moderate,0.546,1.0917,0,0,none,True,3,19.2,6_24h
DSR-01950,SEG-0015,road_subsidence,168.1,28.7,701,mountain,weathered_rock,fair,2,national,4,75.53,high,0.6753,1.4431,0,0,none,True,3,35.5,1_3days
DSR-00692,SEG-0050,landslide,388.7,33.3,1250,mountain,weathered_rock,poor,1,national,4,14.76,very_high,0.7245,5.6233,472,24,rock,True,3,1.0,under_6h
DSR-00621,SEG-0014,landslide,443.2,24.6,1438,mountain,weathered_rock,fair,2,national,5,33.95,high,0.671,3.7408,1961,58,rock,True,3,5.5,under_6h
DSR-02038,SEG-0014,maintenance,0.6,24.6,1438,mountain,weathered_rock,fair,2,national,5,33.95,high,0.671,3.7408,0,0,none,True,3,65.6,1_3days
DSR-00675,SEG-0018,landslide,571.6,10.2,139,hilly,lateritic,poor,2,national,6,83.56,moderate,0.3867,0.2513,1769,19,rock,True,3,3.6,under_6h
DSR-02207,SEG-0058,bridge_damage,119.8,27.3,1002,mountain,weathered_rock,fair,2,national,3,55.82,high,0.626,0.842,0,0,none,True,3,541.6,over_3days
DSR-02241,SEG-0031,flood,338.0,26.1,850,mountain,weathered_rock,fair,2,state,7,59.58,moderate,0.516,0.621,0,0,none,True,3,35.3,1_3days
DSR-00658,SEG-0050,landslide,570.2,33.3,1250,mountain,weathered_rock,poor,1,national,4,14.76,very_high,0.7245,5.6233,3351,63,rock,True,4,6.4,6_24h
DSR-00477,SEG-0029,landslide,98.1,21.4,1260,mountain,weathered_rock,good,2,national,3,44.14,moderate,0.5237,0.589,914,22,debris,True,4,1.1,under_6h
DSR-00682,SEG-0049,landslide,179.2,22.3,1450,mountain,weathered_rock,fair,1,national,1,20.47,high,0.6253,2.1006,418,23,rock,True,4,1.2,under_6h
DSR-00390,SEG-0013,landslide,105.4,37.1,1496,mountain,weathered_rock,poor,2,national,5,35.74,very_high,0.7998,6.2115,199,9,earth,True,4,1.0,under_6h
DSR-01699,SEG-0068,protest_blockade,199.6,40.7,433,mountain,weathered_rock,poor,1,state,4,66.95,high,0.6745,1.0157,0,0,none,True,4,49.6,1_3days
DSR-02187,SEG-0008,flood,370.4,5.3,90,plain,alluvial,fair,4,national,0,36.12,low,0.3133,0.0277,0,0,none,True,4,124.3,over_3days
DSR-00551,SEG-0013,landslide,258.8,37.1,1496,mountain,weathered_rock,poor,2,national,5,35.74,very_high,0.7998,6.2115,2517,53,rock,True,4,5.2,under_6h
DSR-00426,SEG-0013,landslide,898.6,37.1,1496,mountain,weathered_rock,poor,2,national,5,35.74,very_high,0.7998,6.2115,566,19,debris,True,4,1.0,under_6h
DSR-01833,SEG-0004,fallen_tree,147.8,3.7,55,plain,alluvial,good,4,national,0,44.45,low,0.2316,0.1125,0,0,none,True,4,20.7,6_24h
DSR-02180,SEG-0002,fallen_tree,71.9,4.4,53,plain,alluvial,good,4,national,3,47.71,low,0.2701,0.021,0,0,none,True,4,16.1,6_24h
DSR-00456,SEG-0033,landslide,229.2,14.5,337,hilly,lateritic,good,2,national,1,68.93,low,0.3399,0.1596,360,19,rock,True,4,1.0,under_6h
DSR-00500,SEG-0022,landslide,180.7,22.3,1252,mountain,weathered_rock,fair,2,national,3,19.5,high,0.5848,1.641,7264,100,rock,True,4,15.6,6_24h
DSR-00420,SEG-0033,landslide,484.9,14.5,337,hilly,lateritic,good,2,national,1,68.93,low,0.3399,0.1596,460,10,debris,True,4,1.0,under_6h
DSR-02060,SEG-0008,flood,628.2,5.3,90,plain,alluvial,fair,4,national,0,36.12,low,0.3133,0.0277,0,0,none,True,4,107.6,over_3days
DSR-02193,SEG-0008,flood,524.4,5.3,90,plain,alluvial,fair,4,national,0,36.12,low,0.3133,0.0277,0,0,none,True,4,83.1,over_3days
DSR-00581,SEG-0031,landslide,277.9,26.1,850,mountain,weathered_rock,fair,2,state,7,59.58,moderate,0.516,0.621,824,14,rock,True,5,6.3,6_24h
DSR-02058,SEG-0031,flood,384.3,26.1,850,mountain,weathered_rock,fair,2,state,7,59.58,moderate,0.516,0.621,0,0,none,True,5,57.0,1_3days
DSR-01984,SEG-0054,accident_blockage,194.9,32.8,1727,mountain,weathered_rock,fair,2,state,4,16.34,high,0.6827,2.9376,0,0,none,True,5,54.0,1_3days
DSR-00407,SEG-0062,landslide,5.2,28.8,1247,mountain,weathered_rock,good,1,national,0,44.74,high,0.56,1.0729,2154,27,rock,True,5,7.0,6_24h
DSR-01649,SEG-0011,protest_blockade,71.4,5.7,112,plain,alluvial,fair,4,national,1,42.95,low,0.2769,0.0698,0,0,none,True,5,15.6,6_24h
DSR-00645,SEG-0032,landslide,162.1,37.8,1224,mountain,weathered_rock,fair,2,state,6,50.5,high,0.6374,1.1089,785,42,debris,True,5,1.8,under_6h
DSR-00432,SEG-0047,landslide,582.0,27.7,1650,mountain,weathered_rock,fair,2,national,4,6.8,high,0.6569,10.2941,254,23,debris,True,5,1.0,under_6h
DSR-00647,SEG-0013,landslide,536.2,37.1,1496,mountain,weathered_rock,poor,2,national,5,35.74,very_high,0.7998,6.2115,781,41,rock,True,5,1.3,under_6h
DSR-00594,SEG-0063,landslide,184.1,25.7,2415,mountain,weathered_rock,good,1,national,0,35.45,high,0.6573,1.7489,6563,57,rock,True,5,15.7,6_24h
DSR-02002,SEG-0032,flood,661.1,37.8,1224,mountain,weathered_rock,fair,2,state,6,50.5,high,0.6374,1.1089,0,0,none,True,5,61.9,1_3days
DSR-00457,SEG-0059,landslide,580.6,35.4,1092,mountain,weathered_rock,fair,2,national,7,61.83,very_high,0.7049,1.3586,2909,41,rock,True,5,21.1,6_24h
DSR-00578,SEG-0034,landslide,224.0,27.5,891,mountain,weathered_rock,poor,2,national,3,54.94,high,0.6405,1.0193,247,15,rock,True,5,1.0,under_6h
DSR-00481,SEG-0027,landslide,330.6,33.3,1348,mountain,weathered_rock,fair,2,national,3,31.75,high,0.6513,1.5118,365,9,earth,True,5,1.0,under_6h
DSR-00596,SEG-0037,landslide,20.8,38.7,1405,mountain,weathered_rock,poor,2,state,3,68.38,high,0.691,0.9652,2012,22,rock,True,5,10.7,6_24h
DSR-02032,SEG-0069,flood,312.9,20.0,352,mountain,weathered_rock,poor,1,state,5,43.86,high,0.564,1.1628,0,0,none,True,5,186.6,over_3days
DSR-00538,SEG-0064,landslide,88.8,27.6,2731,mountain,weathered_rock,poor,1,national,1,66.29,very_high,0.7556,1.8706,646,19,debris,True,5,1.0,under_6h
DSR-00505,SEG-0064,landslide,78.5,27.6,2731,mountain,weathered_rock,poor,1,national,1,66.29,very_high,0.7556,1.8706,47069,218,rock,True,5,114.9,over_3days
DSR-00465,SEG-0037,landslide,47.1,38.7,1405,mountain,weathered_rock,poor,2,state,3,68.38,high,0.691,0.9652,2966,49,debris,True,5,21.3,6_24h
DSR-00598,SEG-0061,landslide,334.7,24.2,386,mountain,weathered_rock,fair,2,national,4,53.47,high,0.5826,1.1969,1711,55,rock,True,5,4.9,under_6h
DSR-00534,SEG-0054,landslide,121.3,32.8,1727,mountain,weathered_rock,fair,2,state,4,16.34,high,0.6827,2.9376,675,31,earth,True,5,3.1,under_6h
DSR-01969,SEG-0048,protest_blockade,197.0,32.0,1650,mountain,weathered_rock,fair,2,national,0,15.63,high,0.6747,3.263,0,0,none,True,5,4.1,under_6h
DSR-02292,SEG-0058,flood,675.0,27.3,1002,mountain,weathered_rock,fair,2,national,3,55.82,high,0.626,0.842,0,0,none,True,5,49.3,1_3days
DSR-00590,SEG-0032,landslide,3.7,37.8,1224,mountain,weathered_rock,fair,2,state,6,50.5,high,0.6374,1.1089,214,11,rock,True,5,1.9,under_6h
DSR-00642,SEG-0013,landslide,331.8,37.1,1496,mountain,weathered_rock,poor,2,national,5,35.74,very_high,0.7998,6.2115,3766,51,rock,True,5,12.0,6_24h
DSR-02029,SEG-0038,road_subsidence,229.6,1.8,16,plain,alluvial,good,2,national,3,66.77,very_low,0.2089,0.03,0,0,none,True,6,145.2,over_3days
DSR-00476,SEG-0014,landslide,421.2,24.6,1438,mountain,weathered_rock,fair,2,national,5,33.95,high,0.671,3.7408,4222,66,rock,True,6,18.9,6_24h
DSR-00511,SEG-0022,landslide,587.0,22.3,1252,mountain,weathered_rock,fair,2,national,3,19.5,high,0.5848,1.641,8589,66,debris,True,6,18.0,6_24h
DSR-02228,SEG-0029,fallen_tree,40.7,21.4,1260,mountain,weathered_rock,good,2,national,3,44.14,moderate,0.5237,0.589,0,0,none,True,6,16.9,6_24h
DSR-00616,SEG-0024,landslide,247.9,22.5,923,mountain,weathered_rock,fair,2,national,4,51.06,high,0.5596,0.5484,6223,84,rock,True,6,13.0,6_24h
DSR-00657,SEG-0017,landslide,278.0,6.0,54,plain,alluvial,good,2,national,0,111.76,low,0.2804,0.0358,652,35,earth,True,6,1.0,under_6h
DSR-00617,SEG-0058,landslide,460.2,27.3,1002,mountain,weathered_rock,fair,2,national,3,55.82,high,0.626,0.842,8073,101,earth,True,6,24.9,1_3days
DSR-00471,SEG-0052,landslide,7.3,37.0,1662,mountain,weathered_rock,poor,2,state,7,38.08,very_high,0.7503,2.2321,1179,47,debris,True,6,5.6,under_6h
DSR-00494,SEG-0014,landslide,64.9,24.6,1438,mountain,weathered_rock,fair,2,national,5,33.95,high,0.671,3.7408,776,27,rock,True,6,5.5,under_6h
DSR-02054,SEG-0029,fallen_tree,128.7,21.4,1260,mountain,weathered_rock,good,2,national,3,44.14,moderate,0.5237,0.589,0,0,none,True,6,23.5,6_24h
DSR-01821,SEG-0012,flood,682.9,23.6,775,mountain,weathered_rock,fair,2,national,3,30.75,high,0.5759,1.5285,0,0,none,True,6,14.0,6_24h
DSR-00462,SEG-0068,landslide,269.5,40.7,433,mountain,weathered_rock,poor,1,state,4,66.95,high,0.6745,1.0157,25,6,rock,True,6,1.0,under_6h
DSR-00610,SEG-0034,landslide,28.0,27.5,891,mountain,weathered_rock,poor,2,national,3,54.94,high,0.6405,1.0193,2984,48,rock,True,6,12.6,6_24h
DSR-00510,SEG-0059,landslide,488.8,35.4,1092,mountain,weathered_rock,fair,2,national,7,61.83,very_high,0.7049,1.3586,51,12,rock,True,6,1.0,under_6h
DSR-01859,SEG-0005,flood,499.9,2.7,57,plain,alluvial,good,4,national,2,97.15,low,0.2605,0.0206,0,0,none,True,6,242.3,over_3days
DSR-00597,SEG-0015,landslide,872.8,28.7,701,mountain,weathered_rock,fair,2,national,4,75.53,high,0.6753,1.4431,1092,36,earth,True,6,3.0,under_6h
DSR-00439,SEG-0014,landslide,104.7,24.6,1438,mountain,weathered_rock,fair,2,national,5,33.95,high,0.671,3.7408,24469,110,earth,True,6,23.9,6_24h
DSR-01919,SEG-0026,fallen_tree,29.9,31.7,1319,mountain,weathered_rock,fair,2,national,2,35.84,high,0.6286,1.3672,0,0,none,True,6,11.4,6_24h
DSR-00663,SEG-0015,landslide,447.7,28.7,701,mountain,weathered_rock,fair,2,national,4,75.53,high,0.6753,1.4431,5968,32,earth,True,6,11.8,6_24h
DSR-00563,SEG-0069,landslide,360.5,20.0,352,mountain,weathered_rock,poor,1,state,5,43.86,high,0.564,1.1628,1364,22,debris,True,6,7.2,6_24h
DSR-01733,SEG-0005,flood,305.1,2.7,57,plain,alluvial,good,4,national,2,97.15,low,0.2605,0.0206,0,0,none,True,6,230.6,over_3days
DSR-01949,SEG-0050,flood,630.7,33.3,1250,mountain,weathered_rock,poor,1,national,4,14.76,very_high,0.7245,5.6233,0,0,none,True,6,47.8,1_3days
DSR-00638,SEG-0060,landslide,372.0,40.2,620,mountain,weathered_rock,fair,2,national,3,60.75,very_high,0.7497,1.1193,168,14,rock,True,6,1.2,under_6h
DSR-00552,SEG-0052,landslide,281.3,37.0,1662,mountain,weathered_rock,poor,2,state,7,38.08,very_high,0.7503,2.2321,16102,103,debris,True,6,35.0,1_3days
DSR-00419,SEG-0055,landslide,592.4,37.5,1780,mountain,weathered_rock,fair,2,state,3,9.73,very_high,0.7143,6.5776,6550,52,earth,True,6,15.6,6_24h
DSR-00557,SEG-0055,landslide,425.8,37.5,1780,mountain,weathered_rock,fair,2,state,3,9.73,very_high,0.7143,6.5776,1231,41,debris,True,6,3.5,under_6h
DSR-00656,SEG-0013,landslide,699.8,37.1,1496,mountain,weathered_rock,poor,2,national,5,35.74,very_high,0.7998,6.2115,25251,139,rock,True,6,54.4,1_3days
DSR-00404,SEG-0049,landslide,29.6,22.3,1450,mountain,weathered_rock,fair,1,national,1,20.47,high,0.6253,2.1006,352,12,debris,True,6,1.0,under_6h
DSR-00391,SEG-0030,landslide,4.7,33.9,642,mountain,weathered_rock,good,2,national,5,34.62,moderate,0.5294,0.751,367,21,debris,True,6,1.4,under_6h
DSR-02131,SEG-0011,flood,310.8,5.7,112,plain,alluvial,fair,4,national,1,42.95,low,0.2769,0.0698,0,0,none,True,6,67.9,1_3days
DSR-02264,SEG-0052,road_subsidence,235.1,37.0,1662,mountain,weathered_rock,poor,2,state,7,38.08,very_high,0.7503,2.2321,0,0,none,True,6,43.1,1_3days
DSR-00504,SEG-0037,landslide,309.4,38.7,1405,mountain,weathered_rock,poor,2,state,3,68.38,high,0.691,0.9652,3860,72,debris,True,6,13.7,6_24h
DSR-00676,SEG-0023,landslide,297.9,23.6,1061,mountain,weathered_rock,fair,2,national,0,27.48,moderate,0.546,1.0917,679,19,rock,True,6,1.0,under_6h
DSR-00488,SEG-0034,landslide,588.0,27.5,891,mountain,weathered_rock,poor,2,national,3,54.94,high,0.6405,1.0193,3455,69,debris,True,6,10.9,6_24h
DSR-00635,SEG-0051,landslide,615.0,40.0,1250,mountain,weathered_rock,good,1,national,4,14.39,very_high,0.7423,3.0577,3894,55,rock,True,6,14.2,6_24h
DSR-00496,SEG-0063,landslide,385.7,25.7,2415,mountain,weathered_rock,good,1,national,0,35.45,high,0.6573,1.7489,104,7,rock,True,6,1.0,under_6h
DSR-00434,SEG-0031,landslide,32.5,26.1,850,mountain,weathered_rock,fair,2,state,7,59.58,moderate,0.516,0.621,6004,89,debris,True,6,18.2,6_24h
DSR-01795,SEG-0023,bridge_damage,307.4,23.6,1061,mountain,weathered_rock,fair,2,national,0,27.48,moderate,0.546,1.0917,0,0,none,True,6,120.4,over_3days
DSR-00569,SEG-0014,landslide,404.9,24.6,1438,mountain,weathered_rock,fair,2,national,5,33.95,high,0.671,3.7408,242,18,rock,True,6,1.1,under_6h
DSR-02213,SEG-0036,flood,467.4,38.8,1084,mountain,weathered_rock,good,2,national,0,48.29,high,0.5956,0.8905,0,0,none,True,6,172.7,over_3days
DSR-00512,SEG-0019,landslide,482.2,14.6,337,hilly,lateritic,good,2,national,0,41.98,moderate,0.4436,0.8814,11505,77,rock,True,6,9.9,6_24h
DSR-00498,SEG-0065,landslide,496.2,24.2,1060,mountain,weathered_rock,fair,1,state,3,49.23,high,0.6127,1.1781,47758,104,earth,True,6,148.0,over_3days
DSR-01906,SEG-0067,accident_blockage,67.1,17.3,231,hilly,lateritic,fair,1,state,2,38.22,moderate,0.4483,0.5233,0,0,none,True,6,1.4,under_6h
DSR-02030,SEG-0037,bridge_damage,337.6,38.7,1405,mountain,weathered_rock,poor,2,state,3,68.38,high,0.691,0.9652,0,0,none,True,6,1972.3,over_3days
DSR-00593,SEG-0060,landslide,291.4,40.2,620,mountain,weathered_rock,fair,2,national,3,60.75,very_high,0.7497,1.1193,875,34,rock,True,6,3.2,under_6h
DSR-02298,SEG-0066,accident_blockage,149.1,40.9,1099,mountain,weathered_rock,fair,1,state,1,40.68,very_high,0.7302,2.1141,0,0,none,True,6,2.7,under_6h
DSR-00472,SEG-0037,landslide,231.5,38.7,1405,mountain,weathered_rock,poor,2,state,3,68.38,high,0.691,0.9652,2086,27,rock,True,6,29.3,1_3days
